Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Probability of dying among adolescents ages 10-19 years, male (per 1,000)",SH.DYN.1019.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,25.5,25.2,24.8,24.5,24.2,23.8,23.4,23.2,22.9,22.6,22.2,21.8,21.3,20.8,20.2,19.5,18.8,18.1,17.3,16.5,15.6,14.7,13.8,13,12.3,11.8,11.4,11,10.7,10.4,10.2,..
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3,15.1,15,14.9,14.9,14.8,14.8,14.7,14.5,14.3,14.1,13.7,13.4,12.9,12.4,11.9,11.2,10.5,9.9,9.2,8.5,7.8,7.2,6.6,6,5.6,5.3,5.1,4.9,4.7,4.6,4.5,..
"Probability of dying among adolescents ages 15-19 years, female (per 1,000)",SH.DYN.1519.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.4,15.2,15.1,15.1,15.2,15.3,15.4,15.4,15.2,14.9,14.5,14,13.6,13,12.4,11.6,10.8,9.8,9,8.1,7.4,6.7,6.1,5.5,5.1,4.6,4.3,4.1,3.9,3.8,3.7,3.6,..
"Probability of dying among adolescents ages 15-19 years, male (per 1,000)",SH.DYN.1519.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3,15,14.9,14.7,14.6,14.4,14.2,14,13.9,13.8,13.6,13.4,13.2,12.8,12.5,12.1,11.6,11.2,10.7,10.2,9.6,8.9,8.3,7.6,7,6.6,6.2,6,5.8,5.6,5.5,5.4,..
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,28.8,26.8,25,23.2,21.6,20.1,18.8,17.5,16.3,15.2,14.1,13.2,12.2,11.3,10.4,9.6,8.8,8,7.3,6.7,6,5.5,4.9,4.4,4,3.6,3.3,3.1,2.9,2.7,2.6,..
"Probability of dying among children ages 5-9 years, female (per 1,000)",SH.DYN.0509.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,28,26.1,24.3,22.6,21,19.6,18.3,17,15.9,14.7,13.7,12.7,11.8,11,10.1,9.2,8.4,7.6,6.9,6.2,5.5,4.9,4.4,3.9,3.5,3.1,2.8,2.6,2.4,2.2,2.1,..
"Probability of dying among children ages 5-9 years, male (per 1,000)",SH.DYN.0509.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.9,29.6,27.6,25.6,23.8,22.2,20.7,19.2,17.9,16.7,15.6,14.6,13.6,12.6,11.6,10.8,9.9,9.2,8.4,7.7,7.1,6.5,6,5.5,5,4.6,4.2,3.8,3.6,3.4,3.2,3,..
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5,12.5,12.4,12.3,12.3,12.3,12.3,12.1,12,11.8,11.7,11.6,11.4,11.2,11,10.8,10.5,10.2,10,9.7,9.4,9.1,8.8,8.5,8.2,8,7.8,7.6,7.6,7.4,7.3,7.2,..
"Probability of dying among youth ages 20-24 years, female (per 1,000)",SH.DYN.2024.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.9,9.1,9.3,9.4,9.6,9.8,9.9,10,10,9.8,9.7,9.6,9.5,9.4,9.3,9.1,8.9,8.6,8.5,8.3,8.1,7.9,7.7,7.5,7.3,7,6.8,6.6,6.5,6.4,6.3,6.2,..
"Probability of dying among youth ages 20-24 years, male (per 1,000)",SH.DYN.2024.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.1,15.8,15.5,15.2,15,14.8,14.5,14.2,14,13.8,13.7,13.5,13.2,13,12.7,12.4,12.1,11.8,11.5,11.1,10.7,10.4,10,9.6,9.2,8.9,8.7,8.6,8.6,8.4,8.4,8.2,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.89,..,..,..,..,2.81,..,..,..,..,..,3.22,..,..,..,..,..,1.56,..,..,..
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.39,..,..,..,..,2.98,..,..,..,..,..,4.18,..,..,..,..,..,1.86,..,..,..
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.31,..,..,..,..,5.34,..,..,..,..,..,4.13,..,..,..,..,..,1.98,..,..,..
Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.83,..,..,..,..,20.73,..,..,..,..,..,15.59,..,..,..,..,..,8.58,..,..,..
Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.2,..,..,..,..,8.15,..,..,..,..,..,7.35,..,..,..,..,..,3.54,..,..,..
Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.22,..,..,..,..,23.71,..,..,..,..,..,19.77,..,..,..,..,..,10.44,..,..,..
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.34,..,..,..,..,6.66,..,..,..,..,..,8,..,..,..,..,..,5.53,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.07,..,..,..,..,10.12,..,..,..,..,..,13.49,..,..,..,..,..,6.75,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,..,..,..,..,4.2,..,..,..,..,..,6.78,..,..,..,..,..,3.01,..,..,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.334569931,..,..,..,2.429749966,2.130199909,..,..,1.503690004,1.990280032,2.825220108,..,2.413000107,2.414089918,2.958790064,3.078419924,2.27854991,1.654850006,1.709789991,1.708019972,1.821470022,3.233809948,2.937809944,2.736897945,2.774429798,2.497972727,2.335012197,2.475329638,2.299760103,..,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,..,..,..,..,..,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.812709987,..,..,..,..,0.835330009,0.904150009,..,..,..,0.882860005,..,..,..,..,..,0.867760003,..,..,..,0.958649993,..,..,..,..,..,0.977649987,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.2,82.9,77,71.2,63.3,54.5,42.8,53.2,68.3,57.9,57.4,56.4,50,49.3,50.5,49,47.8,45.8,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.6,69.7,66.8,62.9,60.7,54.4,50,46.3,47.4,39.4,38.4,37.3,35.6,33.9,34.1,32.4,31.4,29,..,..
Rural population,SP.RUR.TOTL,Lao PDR,LAO,1953876,1997015,2041775,2087497,2133751,2181414,2230333,2275329,2321627,2369080,2417787,2467892,2519177,2572626,2627528,2678880,2723927,2763656,2801581,2842196,2889385,2944562,3007129,3075575,3148416,3225113,3305074,3387956,3473252,3560393,3648422,3736942,3825263,3912691,3997618,4071143,4124207,4165755,4195491,4219125,4237314,4250561,4258170,4259631,4254485,4261782,4296532,4330680,4363027,4393658,4422346,4449081,4473891,4496954,4517601,4540240,4566493,4592873,4617970,4641317,4663189,4682315,4698995
Rural population (% of total population),SP.RUR.TOTL.ZS,Lao PDR,LAO,92.054,91.98,91.905,91.83,91.754,91.677,91.6,91.308,91.006,90.696,90.375,90.045,89.705,89.403,89.163,88.919,88.669,88.416,88.157,87.893,87.623,87.35,87.07,86.786,86.496,86.196,85.882,85.561,85.234,84.902,84.563,84.218,83.867,83.51,83.146,82.622,81.766,80.88,79.961,79.009,78.023,77.007,75.956,74.874,73.758,72.814,72.252,71.684,71.107,70.525,69.936,69.34,68.736,68.128,67.513,66.892,66.264,65.632,64.996,64.355,63.71,63.061,62.408
Rural population growth (annual %),SP.RUR.TOTL.ZG,Lao PDR,LAO,..,2.183847364,2.216596191,2.214621304,2.191572317,2.20918266,2.217761129,1.997375565,2.014357566,2.023346114,2.035096485,2.051168597,2.056791592,2.099490624,2.111631311,1.93553165,1.667579238,1.447985175,1.362945984,1.439309213,1.64666839,1.891640268,2.10257236,2.250607266,2.340759357,2.406851917,2.449087498,2.476792632,2.486454118,2.477960115,2.442381332,2.397288457,2.335959317,2.259814948,2.147331117,1.822511167,1.294996347,1.002377282,0.711284547,0.561738341,0.430181736,0.312139629,0.17885163,0.034304629,-0.120881619,0.171366205,0.812080299,0.79163879,0.744150896,0.6996055,0.650818699,0.602723348,0.556094179,0.514177891,0.458082204,0.499877336,0.576564015,0.576023994,0.54494604,0.504294758,0.470138668,0.409309689,0.355601032
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,58.13085938,61.62855148,61.45922852,..,..,66.0501709,99.22972107,98.94486237,102.6968994,102.6110382,103.5404892,101.2720795,98.78468323,97.38680267,97.18933105,100.7199707,..,102.4061737,..,98.12789917,97.87748718,95.68315887,101.6101837,104.8913803,105.7458496,109.1823807,109.8504791,111.3368912,109.0523911,106.968399,104.669281,106.2496033,108.4670715,110.1283417,112.3695679,114.4925613,116.2463303,118.9764404,121.3645935,123.4320526,122.0937881,120.7501221,119.9384689,118.0751801,113.9655991,109.6517563,106.0174026,102.3609848,100.0459595,98.81124878,98.454422,..
"School enrollment, primary (% net)",SE.PRM.NENR,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.94106,..,64.66251,..,57.91432,62.72608,66.45433,..,68.4371,70.95232,74.27794,74.94703,75.85907,75.377,76.5676,79.17625,79.84852,81.105,82.62215,85.23456,87.67267,89.97949,94.53585,94.33115,94.32175,96.23668,96.5434,94.89325,94.00376,92.48614,91.46712,..,..,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,43.29816818,49.28379822,50.56414032,..,..,..,83.57335663,91.36795044,91.94438171,93.90966034,95.14295959,93.43437958,..,83.32852173,85.38263702,91.78618622,..,91.4907608,..,86.71515656,86.32142639,84.79570007,89.81262207,92.54238892,94.28878784,97.50483704,98.67253113,100.6175232,99.76831818,97.96183014,96.15779877,97.763237,100.1057281,102.1822128,104.3823013,106.67173,108.8707733,112.0697632,115.1278534,117.852829,117.4120712,116.5793228,116.1996765,114.7830811,111.2594604,107.0805359,103.944725,100.357338,98.25884247,97.16892242,97.0476532,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.71143,58.07887,61.56897,..,64.4573,67.14497,70.40174,71.39967,72.28151,71.90024,72.98971,75.57097,76.76117,78.19326,79.59958,82.37669,85.11859,87.95014,92.50821,92.8464,92.82731,94.89142,95.39933,94.01312,92.92997,91.72209,90.64573,..,..,..,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,72.76204681,73.78820038,72.17680359,..,..,..,114.5527191,106.351387,113.1948318,111.0957489,111.7188034,108.8984222,..,111.0433884,108.6485214,109.3826904,..,112.9715424,..,109.1728287,109.0706711,106.2298279,113.0444489,116.8690338,116.8663406,120.524292,120.7122498,121.7564926,118.0824127,115.7396393,112.9747696,114.543129,116.6505203,117.9137802,120.1979218,122.1543427,123.4764023,125.7455978,127.4703674,128.8823853,126.6526566,124.8085632,123.5694885,121.265007,116.5834427,112.138443,108.0169373,104.2918472,101.7681198,100.3944778,99.81099701,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.98564,67.23019,71.19279,..,72.30253,74.65197,78.04574,78.39732,79.34315,78.76963,80.06419,82.70484,82.87343,83.95881,85.58326,88.03607,90.1759,91.96623,96.51666,95.77693,95.77593,97.54316,97.65193,95.74466,95.04224,93.22323,92.25867,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,3.697590113,4.236780167,4.77203989,..,..,..,11.54358006,14.92936039,17.63228035,18.40172005,19.58459091,..,..,20.90199089,21.29405975,21.13401985,..,23.90969086,..,23.16492081,..,20.23440933,22.00955963,23.88031006,24.53145981,24.76264954,26.71133995,29.04154968,32.07957077,34.14220047,35.96746826,38.69087982,41.42176056,43.2256813,43.63906097,42.81393814,43.37770844,44.16450119,45.43955994,46.95800018,45.77708817,49.03110123,53.20625305,58.9176178,63.42556763,66.30924225,67.5094986,67.36177826,65.76873016,62.76162338,59.79728699,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9121,14.41288,17.09353,..,..,20.72817,22.95058,25.6322,27.41947,28.96552,29.97322,33.31071,34.94459,35.19979,34.41882,35.52986,36.52896,38.11272,39.96589,40.66093,43.58459,47.07239,52.32234,55.82319,58.73341,60.13026,60.0122,..,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,1.973500013,2.441999912,3.116029978,..,..,..,7.620190144,10.35381031,12.74722958,14.21382046,15.28964996,..,..,..,..,17.53506088,..,19.83090019,..,18.78701973,..,16.00930977,16.9936409,18.72109032,19.48259926,19.7443409,21.34429932,23.63640976,26.21136093,28.06642914,29.87693024,32.43201065,35.05041122,36.86227036,37.39834976,37.17287064,37.90159988,39.02645874,40.53710938,42.30701828,41.78083801,45.33874893,49.76538849,55.94343185,60.68507004,63.55444336,64.88726807,65.02220154,63.56626129,60.96352005,58.33882141,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.21068,12.4672,14.90033,..,..,17.92807,20.26841,22.5211,24.04737,25.75092,26.72843,30.00867,31.75193,32.1452,31.59431,32.74447,34.05004,35.6518,37.70622,38.42207,41.55887,45.48018,51.07426,54.81054,57.83282,59.29533,59.35568,..,..,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,5.40267992,6.009500027,6.40763998,..,..,..,15.40217018,19.42326927,22.4238205,22.50391006,23.78610039,..,..,..,..,24.63509941,..,27.86714935,..,27.40542984,..,24.33176041,26.87870979,28.8930397,29.4402504,29.64340019,31.93507957,34.30244064,37.78984833,40.05484009,41.8993988,44.80223846,47.65763855,49.46675873,49.76980972,48.36045074,48.77154922,49.22919083,50.27042007,51.53355026,49.69900894,52.65560913,56.57949066,61.82756424,66.10240936,68.99835205,70.06162262,69.63482666,67.90652466,64.5057373,61.21090317,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.56208,16.30164,19.22445,..,..,23.45351,25.56117,28.65957,30.70103,32.0964,33.14153,36.54253,38.07587,38.20056,37.19599,38.27342,38.97248,40.5377,42.1889,42.85815,45.5731,48.63331,53.54347,56.81232,59.61253,60.94286,60.65005,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,0.174419999,0.180889994,0.148729995,0.32359001,0.298009992,..,..,..,..,0.37827,0.448529989,0.896650016,1.179730058,1.394629955,1.457350016,1.466410041,..,1.359930038,..,1.129870057,..,..,1.335970044,1.32980001,1.665689945,2.416620016,2.583810091,2.050090075,2.354000092,2.693589926,3.104899883,4.165380001,4.948560238,5.7571702,7.804130077,8.978569984,11.49604988,13.30737972,16.39208984,16.64825058,17.80540657,17.66787529,19.02277374,18.3731308,18.16503716,17.26186943,15.74090862,14.96675587,14.45331192,13.4808197,12.97736168,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,0.065669999,0.070830002,0.059050001,0.129130006,0.164580002,..,..,..,..,0.196329996,0.283360004,0.577769995,0.744840026,..,1.013730049,1.057229996,..,1.011059999,..,0.741710007,..,..,0.796580017,0.725539982,0.95678997,1.46420002,1.575600028,1.232030034,1.527690053,1.84502995,2.290770054,2.989629984,3.5567801,4.38711977,6.446939945,7.214190006,9.594519615,11.56532001,14.45275974,14.37841988,14.99189758,15.87804317,17.71403313,17.65300751,17.66563225,17.17159653,16.04949951,15.51762676,15.25497913,14.38116455,13.86574364,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Lao PDR,LAO,1.053,1.053,1.053,1.053,1.053,1.053,1.053,1.053,1.054,1.053,1.053,1.053,1.053,1.053,1.054,1.053,1.053,1.053,1.053,1.053,1.053,1.053,1.053,1.053,1.053,1.053,1.052,1.053,1.052,1.052,1.052,1.052,1.051,1.051,1.051,1.051,1.051,1.05,1.05,1.049,1.05,1.049,1.049,1.048,1.047,1.048,1.048,1.048,1.048,1.049,1.05,1.051,1.051,1.051,1.052,1.052,1.052,1.053,1.053,1.053,1.053,1.053,..
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.1,..,..,..,..,34.6,..,..,..,..,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.86,..,..,3.68,..,..,..,..,..
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.2,22.8,22.5,22.2,21.8,21.4,21.1,20.8,20.5,20.1,19.8,19.5,19.2,18.8,18.4,18,17.6,17.3,16.9,16.6,16.3,16.1,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,6.9,6.7,6.5,6.5,6.5,6.4,6.3,6.3,6.1,6,5.9,5.7,5.7,5.5,5.6,5.6,5.6,5.6,5.4,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,5.6,5.4,5.2,5,5,4.8,4.6,4.5,4.3,4.2,4.1,3.8,3.7,3.5,3.5,3.4,3.4,3.3,3.2,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.2,8.2,8,7.9,8,8.1,8.1,8.1,8.1,8,7.8,7.8,7.6,7.7,7.5,7.7,7.7,7.9,7.9,7.6,..,..,..
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Lao PDR,LAO,33.698764,34.194683,34.853992,35.053108,35.527222,36.194375,36.111653,36.703483,37.34383,37.405053,37.885183,38.502087,38.575325,38.846119,38.93284,39.552803,39.081098,39.682991,40.128449,40.939129,42.367954,43.318044,44.106224,44.943616,45.903948,46.75431,47.672942,48.396953,49.471698,50.438258,51.130161,52.184008,53.019131,53.74336,54.103412,55.121149,55.905563,56.631063,57.190865,56.940614,57.905895,59.302232,60.131517,61.346877,61.862599,63.155507,64.073177,65.037367,65.426794,66.960601,68.225433,68.930457,70.337977,70.77258,72.34029,72.622823,73.777917,73.893691,74.018481,75.24254,75.797517,74.674924,..
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Lao PDR,LAO,27.308748,27.485363,29.84013,26.884977,27.223422,27.71357,27.714589,28.451473,28.821366,29.169415,29.635023,30.235428,30.730606,30.97371,34.372334,34.826412,34.002297,34.515736,34.63907,36.02385,38.056313,38.957049,40.170063,40.851689,41.562105,42.338133,43.142926,43.593586,44.165085,44.629604,45.182719,46.437746,46.985165,47.558598,47.873487,48.725617,49.370205,49.651389,50.045176,50.541626,51.15626,52.095671,52.647651,52.970786,52.987697,54.051506,54.755005,55.762154,57.010123,57.854026,59.078338,61.165839,61.962077,62.676925,63.473597,64.141056,64.800856,65.48631,65.987403,66.612194,67.151944,66.277733,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.17678,..,..,..,..,7.82161,..,..,..,..,10.41566,..,..,..,..,11.30905,..,..,..,11.52024,..,..,..
